Game Number	Video Link	Winner	Map Name	Players, Roles and Tasks	Players, Roles and Tasks
320	https://www.youtube.com/watch?v=EMHb50V3Tco&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=99	Imposter	Bigger Skeld	Simon - Crewmate - (2/7),Josh - Crewmate - (1/7),Vik - Cannibal,Tobi - Imposter,Ethan - Crewmate - (0/7),Harry - Crewmate - (0/7),Randolph - Imposter,ArthurTV - Crewmate - (2/7),Deji - Crewmate - (0/7),Viz - Crewmate - (0/7)	Simon - Crewmate - (2/7) Josh - Crewmate - (1/7) Vik - Cannibal Tobi - Imposter Ethan - Crewmate - (0/7) Harry - Crewmate - (0/7) Randolph - Imposter ArthurTV - Crewmate - (2/7) Deji - Crewmate - (0/7) Viz - Crewmate - (0/7)
321	https://www.youtube.com/watch?v=EMHb50V3Tco&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=565s	Cannibal	Bigger Skeld	Simon - Crewmate - (5/7),Josh - Crewmate - (1/7),Vik - Crewmate - (1/7),Tobi - Cannibal,Ethan - Imposter,Harry - Crewmate - (0/7),Randolph - Crewmate - (5/7),ArthurTV - Crewmate - (7/7),Deji - Imposter,Viz - Crewmate - (1/7)	Simon - Crewmate - (5/7) Josh - Crewmate - (1/7) Vik - Crewmate - (1/7) Tobi - Cannibal Ethan - Imposter Harry - Crewmate - (0/7) Randolph - Crewmate - (5/7) ArthurTV - Crewmate - (7/7) Deji - Imposter Viz - Crewmate - (1/7)
322	https://www.youtube.com/watch?v=EMHb50V3Tco&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1280s	Cannibal	Bigger Skeld	Simon - Crewmate - (0/7),Josh - Crewmate - (0/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (6/7),Ethan - Crewmate - (1/7),Harry - Cannibal,Randolph - Imposter,ArthurTV - Crewmate - (3/7),Deji - Imposter,Viz - Crewmate - (0/7)	Simon - Crewmate - (0/7) Josh - Crewmate - (0/7) Vik - Crewmate - (0/7) Tobi - Crewmate - (6/7) Ethan - Crewmate - (1/7) Harry - Cannibal Randolph - Imposter ArthurTV - Crewmate - (3/7) Deji - Imposter Viz - Crewmate - (0/7)
323	https://www.youtube.com/watch?v=EMHb50V3Tco&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1887s	Crewmate	Bigger Skeld	Simon - Cannibal,Josh - Imposter,Vik - Crewmate - (0/7),Tobi - Crewmate - (7/7),Ethan - Imposter,Harry - Crewmate - (1/7),Randolph - Crewmate - (0/7),ArthurTV - Crewmate - (2/7),Deji - Crewmate - (0/7),Viz - Crewmate - (2/7)	Simon - Cannibal Josh - Imposter Vik - Crewmate - (0/7) Tobi - Crewmate - (7/7) Ethan - Imposter Harry - Crewmate - (1/7) Randolph - Crewmate - (0/7) ArthurTV - Crewmate - (2/7) Deji - Crewmate - (0/7) Viz - Crewmate - (2/7)
324	https://www.youtube.com/watch?v=EMHb50V3Tco&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2836s	Crewmate	Bigger Skeld	Simon - Crewmate - (5/7),Josh - Crewmate - (0/7),Vik - Crewmate - (0/7),Tobi - Imposter,Ethan - Crewmate - (5/7),Harry - Crewmate - (0/7),Randolph - Crewmate - (2/7),ArthurTV - Crewmate - (5/7),Deji - Imposter,Viz - Cannibal	Simon - Crewmate - (5/7) Josh - Crewmate - (0/7) Vik - Crewmate - (0/7) Tobi - Imposter Ethan - Crewmate - (5/7) Harry - Crewmate - (0/7) Randolph - Crewmate - (2/7) ArthurTV - Crewmate - (5/7) Deji - Imposter Viz - Cannibal
325	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=100	Crewmate	The Skeld	Simon - Crewmate,Josh - Imposter,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate - (6/6),Callux - Crewmate,MaxFosh - Crewmate,Deji - Crewmate,DannyAarons - Crewmate - (0/6),Viz - Imposter	Simon - Crewmate Josh - Imposter Vik - Crewmate Tobi - Crewmate Ethan - Crewmate - (6/6) Callux - Crewmate MaxFosh - Crewmate Deji - Crewmate DannyAarons - Crewmate - (0/6) Viz - Imposter
326	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=903s	Crewmate	The Skeld	Simon - Crewmate,Josh - Crewmate - (2/6),Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Callux - Crewmate,MaxFosh - Imposter,Deji - Crewmate,DannyAarons - Imposter,Viz - Crewmate	Simon - Crewmate Josh - Crewmate - (2/6) Vik - Crewmate Tobi - Crewmate Ethan - Crewmate Callux - Crewmate MaxFosh - Imposter Deji - Crewmate DannyAarons - Imposter Viz - Crewmate
327	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1714s	Crewmate	The Skeld	Simon - Crewmate - (4/6),Josh - Crewmate - (0/6),Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Callux - Imposter,MaxFosh - Crewmate,Deji - Crewmate,DannyAarons - Imposter,Viz - Crewmate	Simon - Crewmate - (4/6) Josh - Crewmate - (0/6) Vik - Crewmate Tobi - Crewmate Ethan - Crewmate Callux - Imposter MaxFosh - Crewmate Deji - Crewmate DannyAarons - Imposter Viz - Crewmate
328	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2259s	Crewmate	The Skeld	Simon - Crewmate,Josh - Crewmate - (0/6),Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate - (6/6),Callux - Crewmate,MaxFosh - Imposter,Deji - Crewmate - (1/6),DannyAarons - Crewmate,Viz - Imposter	Simon - Crewmate Josh - Crewmate - (0/6) Vik - Crewmate Tobi - Crewmate Ethan - Crewmate - (6/6) Callux - Crewmate MaxFosh - Imposter Deji - Crewmate - (1/6) DannyAarons - Crewmate Viz - Imposter
329	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3068s	Crewmate	The Skeld	Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Imposter,Callux - Engineer,MaxFosh - Crewmate - (6/6),Deji - Imposter,DannyAarons - Crewmate,Viz - Crewmate - (2/6)	Simon - Crewmate Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Imposter Callux - Engineer MaxFosh - Crewmate - (6/6) Deji - Imposter DannyAarons - Crewmate Viz - Crewmate - (2/6)
330	https://www.youtube.com/watch?v=QzSwvsg71r8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3914s	Imposter	The Skeld	Simon - Imposter,Josh - Crewmate,Vik - Crewmate - (2/6),Tobi - Crewmate,Ethan - Engineer - (1/6),Callux - Imposter,MaxFosh - Crewmate,Deji - Crewmate,DannyAarons - Crewmate,Viz - Crewmate	Simon - Imposter Josh - Crewmate Vik - Crewmate - (2/6) Tobi - Crewmate Ethan - Engineer - (1/6) Callux - Imposter MaxFosh - Crewmate Deji - Crewmate DannyAarons - Crewmate Viz - Crewmate
331	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=101	Imposter	Bigger Skeld	Simon - Traitor,Josh - Werewolf,Vik - Vampire Neutral,Tobi - Arsonist,Ethan - Venerer,Callux - Survivor,MaxFosh - Haunter - (2/7),Deji - Phantom - (3/7),DannyAarons - Cannibal,Viz - Escapist	Simon - Traitor Josh - Werewolf Vik - Vampire Neutral Tobi - Arsonist Ethan - Venerer Callux - Survivor MaxFosh - Haunter - (2/7) Deji - Phantom - (3/7) DannyAarons - Cannibal Viz - Escapist
332	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=738s	Vampire Neutral	Bigger Skeld	Simon - Haunter - (1/7),Josh - Grenadier,Vik - Vampire Neutral,Tobi - Juggernaut,Ethan - Mayor - (2/7),Callux - Guardian Angel,MaxFosh - Plaguebearer,Deji - Vampire Neutral,DannyAarons - Puppet Master,Viz - Phantom - (1/7)	Simon - Haunter - (1/7) Josh - Grenadier Vik - Vampire Neutral Tobi - Juggernaut Ethan - Mayor - (2/7) Callux - Guardian Angel MaxFosh - Plaguebearer Deji - Vampire Neutral DannyAarons - Puppet Master Viz - Phantom - (1/7)
333	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1293s	Imposter	Bigger Skeld	Simon - Crewmate - (4/7),Josh - Janitor,Vik - Swooper,Tobi - Phantom - (2/7),Ethan - Guardian Angel,Callux - Haunter - (2/7),MaxFosh - Soul Collector,Deji - Juggernaut,DannyAarons - Mystic - (0/7),Viz - Prosecutor Crewmate - (0/7)	Simon - Crewmate - (4/7) Josh - Janitor Vik - Swooper Tobi - Phantom - (2/7) Ethan - Guardian Angel Callux - Haunter - (2/7) MaxFosh - Soul Collector Deji - Juggernaut DannyAarons - Mystic - (0/7) Viz - Prosecutor Crewmate - (0/7)
334	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1998s	Glitch	Bigger Skeld	Simon - Survivor,Josh - Juggernaut,Vik - Deputy - (0/7),Ethan - Phantom - (1/7),Callux - Cannibal,MaxFosh - Warlock,Deji - Glitch,DannyAarons - Veteran - (0/7),Viz - Grenadier	Simon - Survivor Josh - Juggernaut Vik - Deputy - (0/7) Ethan - Phantom - (1/7) Callux - Cannibal MaxFosh - Warlock Deji - Glitch DannyAarons - Veteran - (0/7) Viz - Grenadier
335	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2448s	Imposter	Bigger Skeld	Simon - Mage,Josh - Vigilante - (0/7),Vik - Seer - (1/7),Ethan - Detective - (0/7),Callux - Warden - (1/7),MaxFosh - Janitor,Deji - Haunter - (2/7),George Clarkey - Doomsayer,DannyAarons - Engineer - (0/7),Viz - Hunter - (0/7)	Simon - Mage Josh - Vigilante - (0/7) Vik - Seer - (1/7) Ethan - Detective - (0/7) Callux - Warden - (1/7) MaxFosh - Janitor Deji - Haunter - (2/7) George Clarkey - Doomsayer DannyAarons - Engineer - (0/7) Viz - Hunter - (0/7)
336	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2932s	Crewmate	Bigger Skeld	Simon - Lookout - (0/7),Josh - Janitor,Vik - Swooper,Ethan - Haunter - (3/7),Callux - Traitor,MaxFosh - Detective - (2/7),Deji - Phantom - (7/7),George Clarkey - Altruist - (0/7),DannyAarons - Trapper - (0/7),Viz - Amnesiac	Simon - Lookout - (0/7) Josh - Janitor Vik - Swooper Ethan - Haunter - (3/7) Callux - Traitor MaxFosh - Detective - (2/7) Deji - Phantom - (7/7) George Clarkey - Altruist - (0/7) DannyAarons - Trapper - (0/7) Viz - Amnesiac
337	https://www.youtube.com/watch?v=B9ou3pu3xSQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3772s	Crewmate	Bigger Skeld	Simon - Haunter - (3/7),Josh - Crewmate - (6/7),Vik - Scavenger,Ethan - Hunter - (1/7),Callux - Prosecutor Crewmate - (1/7),MaxFosh - Sheriff - (4/7),Deji - Tracker - (0/7),George Clarkey - Swapper - (3/7),DannyAarons - Hypnotist,Viz - Veteran - (0/7)	Simon - Haunter - (3/7) Josh - Crewmate - (6/7) Vik - Scavenger Ethan - Hunter - (1/7) Callux - Prosecutor Crewmate - (1/7) MaxFosh - Sheriff - (4/7) Deji - Tracker - (0/7) George Clarkey - Swapper - (3/7) DannyAarons - Hypnotist Viz - Veteran - (0/7)
338	https://www.youtube.com/watch?v=mFa13CIo2No&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=102	Imposter	Bigger Skeld	Josh - Investigator,Vik - Undertaker,Tobi - Detective,Ethan - Lookout,Lachlan - Deputy,Lazarbeam - Radar Blackmailer,Theo - Bait Crewmate,PieFace - Sheriff,Deji - Mini Crewmate,Viz - Crewmate	Josh - Investigator Vik - Undertaker Tobi - Detective Ethan - Lookout Lachlan - Deputy Lazarbeam - Radar Blackmailer Theo - Bait Crewmate PieFace - Sheriff Deji - Mini Crewmate Viz - Crewmate
339	https://www.youtube.com/watch?v=mFa13CIo2No&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1049s	Crewmate	Bigger Skeld	Josh - Crewmate - (7/7),Vik - Crewmate - (4/7),Tobi - Morphling,Ethan - Radar Lookout - (3/7),Lachlan - Sheriff - (2/7),Lazarbeam - Deputy - (0/7),Theo - Blackmailer,PieFace - Traitor,Deji - Mini Investigator - (0/7),Viz - Bait Detective - (0/7)	Josh - Crewmate - (7/7) Vik - Crewmate - (4/7) Tobi - Morphling Ethan - Radar Lookout - (3/7) Lachlan - Sheriff - (2/7) Lazarbeam - Deputy - (0/7) Theo - Blackmailer PieFace - Traitor Deji - Mini Investigator - (0/7) Viz - Bait Detective - (0/7)
340	https://www.youtube.com/watch?v=mFa13CIo2No&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2121s	Crewmate	Bigger Skeld	Josh - Deputy - (0/7),Vik - Crewmate - (1/7),Tobi - Blackmailer,Ethan - Venerer,Lachlan - Radar Crewmate - (0/7),Lazarbeam - Crewmate - (0/7),Theo - Bait Lookout - (0/7),PieFace - Investigator - (0/7),Deji - Mini Veteran - (0/7),Viz - Sheriff - (0/7)	Josh - Deputy - (0/7) Vik - Crewmate - (1/7) Tobi - Blackmailer Ethan - Venerer Lachlan - Radar Crewmate - (0/7) Lazarbeam - Crewmate - (0/7) Theo - Bait Lookout - (0/7) PieFace - Investigator - (0/7) Deji - Mini Veteran - (0/7) Viz - Sheriff - (0/7)
341	https://www.youtube.com/watch?v=mFa13CIo2No&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2769s	Imposter	Bigger Skeld	Josh - Investigator - (1/7),Vik - Sheriff - (2/7),Tobi - Mini Deputy - (1/7),Ethan - Bait Crewmate - (3/7),Lachlan - Lookout - (3/7),Lazarbeam - Veteran - (0/7),Theo - Janitor,PieFace - Crewmate - (1/7),Deji - Radar Blackmailer,Viz - Crewmate - (1/7)	Josh - Investigator - (1/7) Vik - Sheriff - (2/7) Tobi - Mini Deputy - (1/7) Ethan - Bait Crewmate - (3/7) Lachlan - Lookout - (3/7) Lazarbeam - Veteran - (0/7) Theo - Janitor PieFace - Crewmate - (1/7) Deji - Radar Blackmailer Viz - Crewmate - (1/7)
342	https://www.youtube.com/watch?v=mFa13CIo2No&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3573s	Crewmate	Bigger Skeld	Josh - Radar Sheriff - (3/7),Vik - Blackmailer,Tobi - Mini Crewmate - (5/7),Ethan - Bait Veteran - (5/7),Lachlan - Deputy - (3/7),Lazarbeam - Crewmate - (0/7),Theo - Scavenger,PieFace - Investigator - (1/7),Deji - Lookout - (0/7),Viz - Crewmate - (0/7)	Josh - Radar Sheriff - (3/7) Vik - Blackmailer Tobi - Mini Crewmate - (5/7) Ethan - Bait Veteran - (5/7) Lachlan - Deputy - (3/7) Lazarbeam - Crewmate - (0/7) Theo - Scavenger PieFace - Investigator - (1/7) Deji - Lookout - (0/7) Viz - Crewmate - (0/7)
343	https://www.youtube.com/watch?v=pTfN28TR-SY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=103	Crewmate	Bigger Skeld	Josh - Imposter,Vik - Engineer - (1/7),Tobi - Warden - (1/7),Ethan - Crewmate - (1/7),Lachlan - Crewmate - (3/7),Lazarbeam - Prosecutor Crewmate - (3/7),Theo - Crewmate - (0/7),PieFace - Jailor - (1/7),Deji - Escapist,Viz - Snitch - (4/7)	Josh - Imposter Vik - Engineer - (1/7) Tobi - Warden - (1/7) Ethan - Crewmate - (1/7) Lachlan - Crewmate - (3/7) Lazarbeam - Prosecutor Crewmate - (3/7) Theo - Crewmate - (0/7) PieFace - Jailor - (1/7) Deji - Escapist Viz - Snitch - (4/7)
344	https://www.youtube.com/watch?v=pTfN28TR-SY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=490s	Imposter	Bigger Skeld	Josh - Escapist,Vik - Warden - (1/7),Tobi - Snitch Lover - (7/7),Ethan - Jailor - (2/7),Lachlan - Engineer - (0/7),Lazarbeam - Prosecutor Crewmate Lover - (0/7),Theo - Crewmate - (0/7),PieFace - Imposter,Deji - Crewmate - (2/7),Viz - Crewmate - (1/7)	Josh - Escapist Vik - Warden - (1/7) Tobi - Snitch Lover - (7/7) Ethan - Jailor - (2/7) Lachlan - Engineer - (0/7) Lazarbeam - Prosecutor Crewmate Lover - (0/7) Theo - Crewmate - (0/7) PieFace - Imposter Deji - Crewmate - (2/7) Viz - Crewmate - (1/7)
345	https://www.youtube.com/watch?v=pTfN28TR-SY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1190s	Imposter	Bigger Skeld	Josh - Button Barry Engineer - (3/7),Vik - Escapist,Tobi - Crewmate - (7/7),Ethan - Crewmate - (4/7),Lachlan - Imposter,Lazarbeam - Prosecutor Crewmate - (2/7),Theo - Jailor - (4/7),PieFace - Snitch - (5/7),Deji - Warden - (0/7),Viz - Flash Crewmate - (0/7)	Josh - Button Barry Engineer - (3/7) Vik - Escapist Tobi - Crewmate - (7/7) Ethan - Crewmate - (4/7) Lachlan - Imposter Lazarbeam - Prosecutor Crewmate - (2/7) Theo - Jailor - (4/7) PieFace - Snitch - (5/7) Deji - Warden - (0/7) Viz - Flash Crewmate - (0/7)
346	https://www.youtube.com/watch?v=pTfN28TR-SY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1622s	Crewmate	Bigger Skeld	Josh - Veteran - (1/7),Vik - Snitch - (5/7),Tobi - Multitasker Engineer - (4/7),Ethan - Jailor - (2/7),Lachlan - Crewmate - (2/7),Lazarbeam - Escapist,Theo - Flash Prosecutor Crewmate - (0/7),PieFace - Warden - (2/7),Deji - Bomber,Viz - Button Barry Crewmate - (0/7)	Josh - Veteran - (1/7) Vik - Snitch - (5/7) Tobi - Multitasker Engineer - (4/7) Ethan - Jailor - (2/7) Lachlan - Crewmate - (2/7) Lazarbeam - Escapist Theo - Flash Prosecutor Crewmate - (0/7) PieFace - Warden - (2/7) Deji - Bomber Viz - Button Barry Crewmate - (0/7)
347	https://www.youtube.com/watch?v=pTfN28TR-SY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2092s	Crewmate	Bigger Skeld	Josh - Crewmate - (7/7),Vik - Warden - (7/7),Tobi - Crewmate - (7/7),Ethan - Mini Veteran - (7/7),Lachlan - Engineer - (7/7),Lazarbeam - Escapist,Theo - Flash Bomber,PieFace - Giant Jailor - (7/7),Deji - Multitasker Prosecutor Crewmate - (3/7),Viz - Button Barry Snitch - (7/7)	Josh - Crewmate - (7/7) Vik - Warden - (7/7) Tobi - Crewmate - (7/7) Ethan - Mini Veteran - (7/7) Lachlan - Engineer - (7/7) Lazarbeam - Escapist Theo - Flash Bomber PieFace - Giant Jailor - (7/7) Deji - Multitasker Prosecutor Crewmate - (3/7) Viz - Button Barry Snitch - (7/7)
348	https://www.youtube.com/watch?v=w3i7Pyif6xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=104	Crewmate	Bigger Skeld	Simon - Engineer - (1/7),Josh - Sheriff - (7/7),Vik - Shy Sandworm,Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Time Lord - (3/7),JJ - Imposter,Lachlan - Medic - (0/7),Lazarbeam - Detective - (2/7),Deji - Tracker - (1/7)	Simon - Engineer - (1/7) Josh - Sheriff - (7/7) Vik - Shy Sandworm Tobi - Crewmate - (7/7) Ethan - Crewmate - (7/7) Harry - Time Lord - (3/7) JJ - Imposter Lachlan - Medic - (0/7) Lazarbeam - Detective - (2/7) Deji - Tracker - (1/7)
349	https://www.youtube.com/watch?v=w3i7Pyif6xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=870s	Crewmate	Bigger Skeld	Simon - Time Lord - (7/7),Josh - Crewmate - (5/7),Vik - Crewmate - (2/7),Tobi - Medic - (7/7),Ethan - Shy Sheriff - (6/7),Harry - Engineer - (1/7),JJ - Imposter,Lachlan - Tracker - (4/7),Lazarbeam - Sandworm,Deji - Crewmate - (0/7)	Simon - Time Lord - (7/7) Josh - Crewmate - (5/7) Vik - Crewmate - (2/7) Tobi - Medic - (7/7) Ethan - Shy Sheriff - (6/7) Harry - Engineer - (1/7) JJ - Imposter Lachlan - Tracker - (4/7) Lazarbeam - Sandworm Deji - Crewmate - (0/7)
350	https://www.youtube.com/watch?v=w3i7Pyif6xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2009s	Imposter	Bigger Skeld	Simon - Engineer - (2/7),Josh - Swooper,Vik - Sandworm,Tobi - Crewmate - (5/7),Ethan - Crewmate - (2/7),Harry - Crewmate - (3/7),JJ - Time Lord - (2/7),Lachlan - Tracker - (3/7),Lazarbeam - Shy Medic - (1/7),Deji - Sheriff - (0/7)	Simon - Engineer - (2/7) Josh - Swooper Vik - Sandworm Tobi - Crewmate - (5/7) Ethan - Crewmate - (2/7) Harry - Crewmate - (3/7) JJ - Time Lord - (2/7) Lachlan - Tracker - (3/7) Lazarbeam - Shy Medic - (1/7) Deji - Sheriff - (0/7)
351	https://www.youtube.com/watch?v=w3i7Pyif6xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2481s	Imposter	Bigger Skeld	Simon - Engineer - (0/7),Josh - Crewmate - (3/7),Vik - Morphling,Tobi - Crewmate - (6/7),Ethan - Medic - (4/7),Harry - Shy Crewmate - (4/7),JJ - Sheriff - (0/7),Lachlan - Tracker - (1/7),Lazarbeam - Sandworm,Deji - Time Lord - (0/7)	Simon - Engineer - (0/7) Josh - Crewmate - (3/7) Vik - Morphling Tobi - Crewmate - (6/7) Ethan - Medic - (4/7) Harry - Shy Crewmate - (4/7) JJ - Sheriff - (0/7) Lachlan - Tracker - (1/7) Lazarbeam - Sandworm Deji - Time Lord - (0/7)
352	https://www.youtube.com/watch?v=EyFRxrAa1Cs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=105	Crewmate	Bigger Skeld	Simon - Shy Engineer - (0/4),Josh - Crewmate - (3/4),Vik - Imposter,Tobi - Medic - (3/4),Ethan - Imposter,Harry - Time Lord - (3/4),JJ - Sheriff - (0/4),Lachlan - Tracker - (0/4),Lazarbeam - Imposter,Deji - Crewmate - (2/4)	Simon - Shy Engineer - (0/4) Josh - Crewmate - (3/4) Vik - Imposter Tobi - Medic - (3/4) Ethan - Imposter Harry - Time Lord - (3/4) JJ - Sheriff - (0/4) Lachlan - Tracker - (0/4) Lazarbeam - Imposter Deji - Crewmate - (2/4)
353	https://www.youtube.com/watch?v=EyFRxrAa1Cs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=788s	Imposter	Bigger Skeld	Simon - Sheriff - (0/7),Josh - Crewmate - (5/7),Vik - Engineer - (0/7),Tobi - Imposter,Ethan - Imposter,Harry - Medic - (2/7),JJ - Shy Time Lord - (0/7),Lachlan - Imposter,Lazarbeam - Crewmate - (3/7),Deji - Tracker - (0/7)	Simon - Sheriff - (0/7) Josh - Crewmate - (5/7) Vik - Engineer - (0/7) Tobi - Imposter Ethan - Imposter Harry - Medic - (2/7) JJ - Shy Time Lord - (0/7) Lachlan - Imposter Lazarbeam - Crewmate - (3/7) Deji - Tracker - (0/7)
354	https://www.youtube.com/watch?v=EyFRxrAa1Cs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1624s	Imposter	Bigger Skeld	Simon - Imposter,Josh - Engineer - (2/7),Vik - Time Lord - (2/7),Tobi - Imposter,Ethan - Medic - (1/7),Harry - Crewmate - (4/7),JJ - Crewmate - (1/7),Lachlan - Sheriff - (0/7),Lazarbeam - Shy Tracker - (1/7),Deji - Imposter	Simon - Imposter Josh - Engineer - (2/7) Vik - Time Lord - (2/7) Tobi - Imposter Ethan - Medic - (1/7) Harry - Crewmate - (4/7) JJ - Crewmate - (1/7) Lachlan - Sheriff - (0/7) Lazarbeam - Shy Tracker - (1/7) Deji - Imposter
355	https://www.youtube.com/watch?v=EyFRxrAa1Cs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2712s	Imposter	Bigger Skeld	Simon - Imposter,Josh - Crewmate - (1/7),Vik - Crewmate - (0/7),Tobi - Imposter,Ethan - Time Lord - (0/7),Harry - Engineer - (0/7),JJ - Tracker - (0/7),Lachlan - Sheriff - (0/7),Lazarbeam - Medic - (0/7),Deji - Shy Imposter	Simon - Imposter Josh - Crewmate - (1/7) Vik - Crewmate - (0/7) Tobi - Imposter Ethan - Time Lord - (0/7) Harry - Engineer - (0/7) JJ - Tracker - (0/7) Lachlan - Sheriff - (0/7) Lazarbeam - Medic - (0/7) Deji - Shy Imposter
356	https://www.youtube.com/watch?v=PLj40lsB30o&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=106	Imposter	The Skeld	Simon - Time Lord - (7/7),Josh - Martyrdom Investigator - (6/7),Vik - Sheriff - (4/7),Tobi - Sniper,Ethan - Plumber - (7/7),JJ - Engineer - (7/7),Lachlan - Crewmate - (2/7),AliA - Veteran - (1/7),George Clarkey - Crewmate - (6/7),DannyAarons - Crewmate - (3/7)	Simon - Time Lord - (7/7) Josh - Martyrdom Investigator - (6/7) Vik - Sheriff - (4/7) Tobi - Sniper Ethan - Plumber - (7/7) JJ - Engineer - (7/7) Lachlan - Crewmate - (2/7) AliA - Veteran - (1/7) George Clarkey - Crewmate - (6/7) DannyAarons - Crewmate - (3/7)
357	https://www.youtube.com/watch?v=PLj40lsB30o&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=958s	Juggernaut	The Skeld	Simon - Sniper,Josh - Time Lord - (5/7),Vik - Plumber - (4/7),Tobi - Blackmailer,Ethan - Veteran - (3/7),JJ - Engineer - (0/7),Lachlan - Investigator - (3/7),AliA - Martyrdom Crewmate - (2/7),George Clarkey - Sheriff - (5/7),DannyAarons - Juggernaut	Simon - Sniper Josh - Time Lord - (5/7) Vik - Plumber - (4/7) Tobi - Blackmailer Ethan - Veteran - (3/7) JJ - Engineer - (0/7) Lachlan - Investigator - (3/7) AliA - Martyrdom Crewmate - (2/7) George Clarkey - Sheriff - (5/7) DannyAarons - Juggernaut
